id_voo,numero_voo,id_aeroporto_origem,id_aeroporto_destino,data_partida,data_chegada,status
10999,AV6199,5132,10150,2025-10-08 11:49:09,2025-10-08 17:56:09,Programado
11000,AV2854,1760,16700,2023-06-06 21:36:49,2023-06-07 12:05:49,Atrasado
11001,AV8353,13838,14875,2025-08-30 13:22:36,2025-08-30 14:18:36,Atrasado
11002,AV6247,2426,13970,2023-11-15 03:58:13,2023-11-15 12:32:13,Programado
11003,AV6837,3485,1487,2023-02-15 21:30:39,2023-02-16 07:04:39,Atrasado
11004,AV7461,12411,9292,2023-01-27 10:45:08,2023-01-28 01:01:08,Atrasado
11005,AV3541,17193,4136,2024-07-28 19:10:27,2024-07-28 23:10:27,Programado
11006,AV8385,11774,13770,2024-05-20 07:33:34,2024-05-20 17:53:34,Atrasado
11007,AV6951,5699,6208,2023-10-20 20:24:01,2023-10-21 05:42:01,Programado
11008,AV2748,9208,4475,2023-10-04 20:16:06,2023-10-05 03:11:06,Programado
11009,AV9200,12125,5608,2025-10-16 00:16:48,2025-10-16 13:15:48,Concluído
11010,AV2633,12819,16028,2025-06-26 13:31:11,2025-06-26 17:54:11,Cancelado
11011,AV5554,4037,8848,2024-12-20 02:59:50,2024-12-20 16:34:50,Concluído
11012,AV4270,279,14220,2023-11-26 05:59:17,2023-11-26 15:00:17,Programado
11013,AV7823,10675,8873,2025-01-21 14:07:01,2025-01-21 22:43:01,Cancelado
11014,AV2895,3486,15758,2023-08-22 16:51:57,2023-08-23 01:03:57,Atrasado
11015,AV6132,9561,11367,2024-02-18 01:59:26,2024-02-18 05:31:26,Concluído
11016,AV2353,12194,17884,2025-09-08 07:06:27,2025-09-08 11:27:27,Programado
11017,AV7563,1437,17387,2025-04-16 11:58:00,2025-04-16 16:10:00,Concluído
11018,AV6553,5096,10162,2023-11-25 16:56:11,2023-11-26 07:35:11,Cancelado
11019,AV2440,8382,3905,2024-05-02 09:41:01,2024-05-02 12:52:01,Atrasado
11020,AV2301,5624,13416,2025-01-28 19:34:56,2025-01-29 09:08:56,Atrasado
11021,AV9517,18244,11813,2023-09-08 00:24:23,2023-09-08 10:48:23,Concluído
11022,AV2554,4307,5685,2023-12-01 03:11:11,2023-12-01 12:29:11,Atrasado
11023,AV7752,13139,8010,2023-05-12 06:21:28,2023-05-12 21:06:28,Concluído
11024,AV6313,18527,10892,2023-12-22 13:47:52,2023-12-23 04:39:52,Programado
11025,AV5349,447,16471,2025-08-13 17:16:54,2025-08-14 04:12:54,Atrasado
11026,AV8654,18710,5524,2024-11-02 13:36:29,2024-11-02 16:37:29,Concluído
11027,AV1405,18582,7180,2025-11-18 18:51:20,2025-11-19 03:42:20,Concluído
11028,AV1172,8808,5594,2023-01-17 20:39:49,2023-01-18 11:23:49,Concluído
11029,AV8667,404,13272,2023-12-30 04:25:51,2023-12-30 16:08:51,Programado
11030,AV1771,19399,12223,2024-02-20 00:32:25,2024-02-20 03:34:25,Concluído
11031,AV5637,8101,7799,2024-10-02 02:32:57,2024-10-02 14:38:57,Concluído
11032,AV7420,13761,9669,2024-12-18 22:58:40,2024-12-19 05:03:40,Programado
11033,AV6783,7724,17969,2024-03-02 15:47:38,2024-03-02 20:02:38,Programado
11034,AV2554,3577,5572,2024-01-21 15:16:14,2024-01-21 19:42:14,Cancelado
11035,AV1375,4303,15803,2024-11-10 11:42:46,2024-11-11 00:54:46,Programado
11036,AV3714,13842,1433,2024-02-08 18:00:45,2024-02-08 18:46:45,Cancelado
11037,AV7736,479,12807,2025-02-13 00:39:56,2025-02-13 11:58:56,Cancelado
11038,AV1897,10759,6625,2023-10-12 09:19:31,2023-10-12 11:29:31,Concluído
11039,AV6003,3353,7456,2025-05-31 05:27:20,2025-05-31 10:38:20,Programado
11040,AV4288,19045,4550,2024-02-13 02:55:23,2024-02-13 06:16:23,Cancelado
11041,AV5110,7148,3938,2025-08-24 16:50:14,2025-08-24 19:07:14,Programado
11042,AV9604,19844,4449,2023-04-17 05:50:29,2023-04-17 15:21:29,Concluído
11043,AV4116,14129,1842,2023-02-12 07:21:53,2023-02-12 17:44:53,Concluído
11044,AV9494,2500,15569,2023-07-30 13:26:48,2023-07-31 03:43:48,Programado
11045,AV9579,15583,8163,2024-02-02 06:01:34,2024-02-02 19:26:34,Programado
11046,AV4978,9984,11095,2025-03-19 19:12:59,2025-03-20 01:06:59,Programado
11047,AV5682,247,2427,2025-03-23 21:38:22,2025-03-24 11:34:22,Atrasado
11048,AV5085,15582,9748,2025-02-01 09:24:13,2025-02-01 18:30:13,Cancelado
11049,AV7648,4040,9843,2025-03-12 05:39:59,2025-03-12 11:53:59,Concluído
11050,AV3936,6693,1348,2023-06-04 00:28:24,2023-06-04 04:15:24,Programado
11051,AV5675,15475,16504,2025-02-02 08:51:33,2025-02-02 13:44:33,Cancelado
11052,AV9262,14575,9511,2025-02-07 12:43:43,2025-02-08 02:02:43,Programado
11053,AV8956,13486,19247,2023-02-27 13:55:34,2023-02-27 15:59:34,Atrasado
11054,AV6360,17877,8745,2025-03-20 11:32:59,2025-03-20 12:51:59,Atrasado
11055,AV8426,15707,19666,2025-03-26 20:40:56,2025-03-27 01:42:56,Cancelado
11056,AV7517,12352,2866,2024-09-21 17:54:13,2024-09-21 23:20:13,Concluído
11057,AV2960,5269,10958,2025-04-03 21:30:14,2025-04-04 08:36:14,Cancelado
11058,AV2519,18778,8478,2024-12-01 21:18:16,2024-12-02 03:40:16,Concluído
11059,AV8465,17816,16346,2023-11-05 00:51:06,2023-11-05 06:35:06,Programado
11060,AV3244,8320,9800,2024-07-06 12:16:08,2024-07-06 17:02:08,Concluído
11061,AV5084,15764,15156,2024-07-04 09:01:51,2024-07-04 11:40:51,Programado
11062,AV9990,6257,10904,2023-02-04 10:58:30,2023-02-05 00:11:30,Cancelado
11063,AV6485,4547,10113,2025-11-18 10:39:52,2025-11-18 13:14:52,Cancelado
11064,AV9810,8461,8193,2024-03-24 11:22:41,2024-03-24 16:31:41,Cancelado
11065,AV7631,18203,17394,2025-05-11 05:27:59,2025-05-11 19:02:59,Atrasado
11066,AV4790,3392,10415,2023-05-22 19:58:29,2023-05-23 10:34:29,Concluído
11067,AV2116,3012,8654,2025-05-17 07:05:00,2025-05-17 20:42:00,Cancelado
11068,AV9479,1171,1118,2024-02-20 16:05:43,2024-02-20 21:13:43,Atrasado
11069,AV2042,2926,5099,2025-09-30 07:29:10,2025-09-30 20:09:10,Programado
11070,AV4446,17431,9914,2024-03-02 18:21:32,2024-03-02 23:17:32,Programado
11071,AV9622,9365,17128,2023-11-19 07:16:16,2023-11-19 13:24:16,Programado
11072,AV3173,7413,19339,2023-10-16 04:32:58,2023-10-16 18:04:58,Cancelado
11073,AV7673,7045,19587,2024-02-28 01:13:21,2024-02-28 11:18:21,Cancelado
11074,AV8255,14501,16387,2025-09-05 18:42:38,2025-09-05 23:21:38,Atrasado
11075,AV2165,7966,7535,2025-04-11 12:20:07,2025-04-11 15:15:07,Atrasado
11076,AV1201,2459,10158,2024-12-04 18:59:22,2024-12-04 20:47:22,Concluído
11077,AV2044,11707,14950,2024-07-28 08:12:39,2024-07-28 15:01:39,Cancelado
11078,AV8088,11069,12665,2024-09-28 09:55:16,2024-09-28 11:12:16,Atrasado
11079,AV3823,19176,17801,2023-01-18 10:28:48,2023-01-18 17:06:48,Cancelado
11080,AV3839,2309,11902,2024-02-05 13:47:45,2024-02-06 01:25:45,Cancelado
11081,AV5128,8888,6111,2023-01-02 08:42:03,2023-01-02 21:58:03,Programado
11082,AV6433,8385,15588,2023-10-11 01:55:28,2023-10-11 03:19:28,Atrasado
11083,AV6388,4610,12127,2025-10-13 11:45:16,2025-10-13 17:10:16,Atrasado
11084,AV9728,11681,9017,2025-05-18 15:25:31,2025-05-19 05:14:31,Programado
11085,AV2804,7848,13221,2024-04-28 22:27:18,2024-04-29 01:25:18,Atrasado
11086,AV8293,12229,7702,2024-08-16 02:52:52,2024-08-16 11:57:52,Atrasado
11087,AV2726,17420,15190,2025-08-02 06:52:33,2025-08-02 11:11:33,Programado
11088,AV2751,10258,9556,2025-09-13 14:25:28,2025-09-13 19:03:28,Programado
11089,AV4964,7503,12677,2023-05-17 16:15:38,2023-05-17 22:55:38,Programado
11090,AV6484,8945,14276,2024-04-05 15:49:28,2024-04-06 05:54:28,Atrasado
11091,AV4206,15591,16502,2024-07-19 19:21:39,2024-07-20 02:57:39,Atrasado
11092,AV9211,19094,5803,2022-12-01 12:44:50,2022-12-02 02:21:50,Concluído
11093,AV2736,3214,5289,2023-12-16 04:36:54,2023-12-16 08:42:54,Cancelado
11094,AV4648,12731,8875,2025-02-05 04:02:29,2025-02-05 12:47:29,Cancelado
11095,AV3588,13700,8063,2023-09-17 04:36:13,2023-09-17 06:35:13,Cancelado
11096,AV2691,17851,10588,2022-12-23 19:41:54,2022-12-24 08:25:54,Programado
11097,AV6650,7124,6880,2025-10-25 06:43:13,2025-10-25 13:31:13,Programado
11098,AV5529,14939,5921,2024-02-06 00:06:58,2024-02-06 06:19:58,Concluído
11099,AV2269,7999,6479,2023-03-02 09:48:51,2023-03-02 15:33:51,Programado
11100,AV5481,1488,1227,2023-10-22 04:17:38,2023-10-22 15:20:38,Cancelado
11101,AV6345,6061,5139,2025-04-15 09:05:24,2025-04-15 10:28:24,Atrasado
11102,AV8485,2063,86,2023-08-26 03:58:10,2023-08-26 16:46:10,Programado
11103,AV8776,13112,12322,2023-04-18 13:54:25,2023-04-18 23:12:25,Cancelado
11104,AV2719,13081,9329,2024-07-10 04:01:42,2024-07-10 13:44:42,Cancelado
11105,AV5920,11741,8444,2025-01-26 17:53:12,2025-01-27 08:30:12,Cancelado
11106,AV4892,3323,5906,2024-07-05 11:29:05,2024-07-06 02:09:05,Programado
11107,AV5438,12760,10285,2025-02-17 05:55:22,2025-02-17 12:31:22,Atrasado
11108,AV3682,9902,14937,2024-12-29 09:58:00,2024-12-29 11:08:00,Programado
11109,AV5378,15758,2764,2024-03-06 18:51:28,2024-03-06 22:00:28,Cancelado
11110,AV5113,1958,9279,2025-06-29 17:54:51,2025-06-29 19:56:51,Cancelado
11111,AV3065,15685,17104,2023-08-06 22:43:40,2023-08-07 09:48:40,Programado
11112,AV2263,11825,6190,2025-01-25 12:54:55,2025-01-25 16:56:55,Atrasado
11113,AV1760,3922,11601,2023-11-03 15:35:42,2023-11-04 05:29:42,Atrasado
11114,AV9630,17580,6717,2025-06-01 12:21:58,2025-06-01 19:27:58,Atrasado
11115,AV1212,835,7124,2024-11-11 17:39:03,2024-11-12 03:10:03,Cancelado
11116,AV1320,9865,7635,2023-09-26 04:08:07,2023-09-26 16:21:07,Atrasado
11117,AV8175,6875,13770,2024-08-05 07:34:08,2024-08-05 17:40:08,Atrasado
11118,AV8334,9736,675,2025-11-24 02:08:16,2025-11-24 06:01:16,Atrasado
11119,AV9120,14217,11263,2023-07-25 20:07:53,2023-07-25 23:19:53,Cancelado
11120,AV8428,7640,18042,2024-04-21 20:30:39,2024-04-22 02:36:39,Cancelado
11121,AV5125,6627,5772,2023-02-06 08:18:49,2023-02-06 20:23:49,Programado
11122,AV4965,4127,17924,2024-08-14 10:44:01,2024-08-14 12:20:01,Atrasado
11123,AV6947,19057,15344,2023-10-18 10:21:33,2023-10-18 18:43:33,Cancelado
11124,AV2652,3986,14918,2023-11-17 10:31:02,2023-11-17 12:22:02,Programado
11125,AV3594,17184,3686,2024-08-29 23:27:43,2024-08-30 06:19:43,Programado
11126,AV8284,16111,18792,2023-12-11 00:46:56,2023-12-11 11:54:56,Cancelado
11127,AV3469,13807,19538,2023-04-10 16:39:22,2023-04-10 23:40:22,Cancelado
11128,AV1044,3563,7980,2023-10-29 20:26:44,2023-10-30 02:04:44,Cancelado
11129,AV6613,8192,8973,2025-04-26 23:05:18,2025-04-27 06:58:18,Atrasado
11130,AV2154,6470,14367,2023-02-08 01:43:02,2023-02-08 02:44:02,Programado
11131,AV4560,16202,17778,2025-01-24 04:28:33,2025-01-24 12:17:33,Cancelado
11132,AV7553,1739,1568,2024-11-05 12:08:04,2024-11-05 13:23:04,Programado
11133,AV9563,12179,4437,2025-05-21 10:48:50,2025-05-21 15:18:50,Cancelado
11134,AV8073,8332,13094,2023-02-03 13:43:37,2023-02-04 04:11:37,Programado
11135,AV6905,4069,15941,2025-01-28 21:37:56,2025-01-29 11:44:56,Atrasado
11136,AV3264,11230,4594,2023-02-26 17:23:32,2023-02-26 22:02:32,Concluído
11137,AV5251,8786,3416,2023-07-21 05:21:40,2023-07-21 14:54:40,Concluído
11138,AV1403,14109,17033,2024-03-15 11:34:13,2024-03-15 18:23:13,Cancelado
11139,AV7130,1815,7900,2023-08-14 01:33:54,2023-08-14 06:14:54,Programado
11140,AV9902,16506,13603,2025-04-27 07:18:03,2025-04-27 16:16:03,Cancelado
11141,AV6127,18863,3310,2023-03-14 20:16:45,2023-03-14 21:38:45,Concluído
11142,AV3844,9168,10764,2024-07-11 16:45:00,2024-07-11 18:44:00,Atrasado
11143,AV4222,14099,6909,2025-01-26 00:17:59,2025-01-26 09:21:59,Programado
11144,AV4145,15743,18675,2023-09-03 06:36:02,2023-09-03 13:27:02,Concluído
11145,AV1408,15899,3170,2024-11-14 03:34:24,2024-11-14 08:52:24,Concluído
11146,AV3727,16018,2158,2025-02-14 14:28:56,2025-02-14 15:59:56,Programado
11147,AV1489,18716,16569,2023-04-01 18:07:58,2023-04-01 22:12:58,Atrasado
11148,AV7649,19700,1414,2024-06-29 08:45:01,2024-06-29 10:31:01,Programado
11149,AV3785,3559,1886,2023-12-07 02:45:22,2023-12-07 09:57:22,Cancelado
11150,AV1402,19495,8063,2023-04-20 01:42:23,2023-04-20 09:40:23,Programado
11151,AV3537,16510,6657,2024-02-03 18:30:39,2024-02-04 06:17:39,Programado
11152,AV8835,15,9621,2023-09-18 22:32:21,2023-09-18 23:26:21,Concluído
11153,AV8883,2409,3177,2025-06-21 10:21:41,2025-06-22 01:19:41,Atrasado
11154,AV9679,15105,16601,2023-10-08 19:33:52,2023-10-09 03:15:52,Concluído
11155,AV6723,11400,4300,2023-12-26 21:16:15,2023-12-27 02:34:15,Programado
11156,AV5868,12223,16716,2023-11-24 06:27:33,2023-11-24 18:37:33,Cancelado
11157,AV6382,16706,4760,2025-01-03 05:10:06,2025-01-03 14:49:06,Atrasado
11158,AV8967,19067,16448,2023-11-07 08:27:33,2023-11-07 21:32:33,Cancelado
11159,AV8630,19512,8916,2025-03-04 14:16:02,2025-03-05 02:35:02,Cancelado
11160,AV7492,1725,8625,2023-01-20 05:34:20,2023-01-20 20:30:20,Concluído
11161,AV6100,12104,4733,2025-06-15 11:01:09,2025-06-15 16:10:09,Programado
11162,AV7794,2634,5176,2025-09-03 16:29:21,2025-09-03 21:19:21,Concluído
11163,AV8779,430,12914,2023-12-09 04:14:17,2023-12-09 10:42:17,Atrasado
11164,AV2159,6502,11866,2023-06-05 13:51:35,2023-06-06 02:09:35,Atrasado
11165,AV7632,5984,13602,2024-09-10 06:54:35,2024-09-10 17:00:35,Programado
11166,AV4762,2873,8949,2023-09-28 10:36:19,2023-09-28 14:51:19,Cancelado
11167,AV2767,9329,13442,2024-10-07 09:52:53,2024-10-07 11:15:53,Atrasado
11168,AV6739,16399,19414,2025-09-12 21:01:45,2025-09-13 09:12:45,Cancelado
11169,AV1368,9369,19646,2024-08-18 17:40:48,2024-08-18 20:05:48,Atrasado
11170,AV4229,16366,7375,2024-04-28 23:41:36,2024-04-29 01:54:36,Concluído
11171,AV2277,5117,16647,2025-11-24 23:31:30,2025-11-25 13:20:30,Concluído
11172,AV6967,3121,12674,2024-01-25 20:00:00,2024-01-26 06:16:00,Cancelado
11173,AV7147,13488,9364,2023-05-29 14:07:50,2023-05-30 02:51:50,Atrasado
11174,AV4005,6627,12609,2023-07-02 08:10:02,2023-07-02 17:33:02,Programado
11175,AV9739,13205,17374,2025-11-12 22:57:59,2025-11-13 01:58:59,Programado
11176,AV4594,2968,1432,2025-06-09 10:23:00,2025-06-09 17:27:00,Programado
11177,AV5741,14548,9824,2025-08-13 01:16:07,2025-08-13 04:15:07,Atrasado
11178,AV4937,13439,6759,2024-03-11 16:54:08,2024-03-12 07:41:08,Cancelado
11179,AV6901,6993,18047,2025-03-13 07:57:07,2025-03-13 17:43:07,Programado
11180,AV3926,1552,13029,2024-03-19 05:32:33,2024-03-19 15:20:33,Cancelado
11181,AV3059,18447,11703,2024-01-25 14:38:13,2024-01-25 21:25:13,Atrasado
11182,AV8400,12236,13329,2023-02-10 02:27:26,2023-02-10 04:27:26,Cancelado
11183,AV7708,6066,4271,2022-12-13 13:50:58,2022-12-13 19:49:58,Atrasado
11184,AV6349,8812,6367,2025-01-31 00:24:28,2025-01-31 01:22:28,Programado
11185,AV9558,11932,15236,2025-09-16 13:19:20,2025-09-16 22:29:20,Cancelado
11186,AV7705,18061,17328,2023-02-13 04:50:47,2023-02-13 14:57:47,Atrasado
11187,AV4547,6883,1298,2024-02-01 16:53:10,2024-02-01 23:57:10,Cancelado
11188,AV8223,16254,12940,2025-01-31 00:46:49,2025-01-31 08:32:49,Concluído
11189,AV6911,5727,6219,2025-06-30 03:40:10,2025-06-30 10:40:10,Atrasado
11190,AV5061,2957,10734,2024-02-09 19:06:20,2024-02-10 03:38:20,Concluído
11191,AV8545,9191,7633,2023-07-26 09:37:23,2023-07-26 18:04:23,Atrasado
11192,AV6270,13351,1232,2024-04-13 04:53:36,2024-04-13 18:50:36,Concluído
11193,AV7040,1754,16019,2024-10-04 15:27:21,2024-10-04 17:47:21,Cancelado
11194,AV3071,17652,2566,2024-09-29 00:03:59,2024-09-29 12:15:59,Programado
11195,AV2643,9467,16663,2023-10-19 18:22:38,2023-10-19 22:57:38,Programado
11196,AV6186,11478,3506,2024-05-04 15:14:58,2024-05-04 22:24:58,Cancelado
11197,AV6609,16973,5722,2024-05-15 02:15:08,2024-05-15 11:26:08,Cancelado
11198,AV7110,6689,18287,2023-01-17 21:08:59,2023-01-18 09:11:59,Programado
11199,AV1360,8970,17234,2023-12-11 13:36:36,2023-12-11 23:35:36,Atrasado
11200,AV1618,15110,15266,2022-12-16 01:44:38,2022-12-16 08:30:38,Programado
11201,AV5916,58,4024,2025-06-17 19:07:35,2025-06-17 22:58:35,Concluído
11202,AV8884,14884,18731,2023-07-09 05:28:35,2023-07-09 16:26:35,Programado
11203,AV7017,7039,14033,2023-04-26 07:31:32,2023-04-26 13:12:32,Cancelado
11204,AV7911,2786,18093,2024-10-16 06:55:20,2024-10-16 11:20:20,Programado
11205,AV2121,3677,5997,2024-06-20 20:34:22,2024-06-21 07:09:22,Programado
11206,AV4477,2996,2596,2023-07-10 11:40:29,2023-07-10 14:17:29,Programado
11207,AV3425,16377,13,2025-02-01 15:33:25,2025-02-02 01:33:25,Concluído
11208,AV5354,16649,13906,2023-03-08 07:39:29,2023-03-08 19:12:29,Atrasado
11209,AV8067,9300,11689,2024-06-06 15:51:51,2024-06-07 02:23:51,Concluído
11210,AV4571,244,824,2025-05-19 01:44:26,2025-05-19 12:25:26,Atrasado
11211,AV7464,16823,1263,2022-11-28 06:55:28,2022-11-28 11:29:28,Programado
11212,AV9124,12556,7348,2024-05-12 14:18:58,2024-05-13 03:00:58,Cancelado
11213,AV8164,6511,13251,2023-09-10 20:43:25,2023-09-11 11:31:25,Atrasado
11214,AV2325,5197,2931,2025-01-05 20:04:53,2025-01-05 21:20:53,Concluído
11215,AV7222,3043,11491,2025-09-13 22:26:57,2025-09-14 03:39:57,Cancelado
11216,AV3213,1259,17274,2024-08-18 01:36:15,2024-08-18 06:50:15,Concluído
11217,AV3815,13878,18984,2023-11-18 07:06:03,2023-11-18 10:16:03,Concluído
11218,AV6424,18294,11921,2024-12-31 11:54:18,2024-12-31 13:42:18,Concluído
11219,AV8313,4634,17400,2023-06-27 22:03:41,2023-06-28 09:06:41,Atrasado
11220,AV2437,11743,2070,2023-10-02 03:08:04,2023-10-02 09:36:04,Concluído
11221,AV9478,3070,7341,2024-09-25 12:39:44,2024-09-26 00:37:44,Concluído
11222,AV6599,17557,3307,2024-09-20 11:01:16,2024-09-20 20:44:16,Programado
11223,AV2844,15424,12155,2023-08-24 04:39:58,2023-08-24 15:05:58,Programado
11224,AV7849,2319,19833,2023-07-07 14:12:49,2023-07-07 18:23:49,Programado
11225,AV4894,851,7457,2024-02-14 07:11:24,2024-02-14 17:22:24,Atrasado
11226,AV2774,189,585,2025-05-19 22:02:19,2025-05-19 22:59:19,Cancelado
11227,AV8003,13887,16032,2024-08-07 07:03:01,2024-08-07 20:30:01,Atrasado
11228,AV5989,18173,16221,2024-03-04 06:50:27,2024-03-04 15:03:27,Concluído
11229,AV5555,5670,1331,2023-01-27 04:50:10,2023-01-27 08:04:10,Concluído
11230,AV2698,12751,13359,2025-10-02 20:45:43,2025-10-03 07:48:43,Atrasado
11231,AV7116,6425,14169,2024-07-06 13:16:01,2024-07-07 02:50:01,Programado
11232,AV8565,173,6119,2023-11-03 10:43:08,2023-11-03 12:11:08,Cancelado
11233,AV4149,15822,2202,2023-05-16 08:47:31,2023-05-16 21:50:31,Programado
11234,AV5855,14877,11714,2025-11-06 16:50:48,2025-11-07 03:31:48,Cancelado
11235,AV2789,19333,9527,2023-04-24 07:11:02,2023-04-24 15:26:02,Atrasado
11236,AV6516,6034,16655,2024-12-02 17:18:10,2024-12-02 18:03:10,Concluído
11237,AV3441,15807,1007,2023-04-11 23:23:04,2023-04-12 13:05:04,Programado
11238,AV8267,15607,3833,2025-07-03 06:41:38,2025-07-03 21:26:38,Programado
11239,AV7230,4374,13830,2023-11-06 12:26:57,2023-11-06 22:12:57,Programado
11240,AV1191,3364,9659,2024-05-18 10:57:04,2024-05-18 11:54:04,Programado
11241,AV8995,13330,19764,2024-04-11 12:06:42,2024-04-12 01:49:42,Concluído
11242,AV2853,3713,8218,2022-12-26 18:03:09,2022-12-27 06:47:09,Concluído
11243,AV6061,3296,14965,2024-07-21 11:55:33,2024-07-21 14:41:33,Atrasado
11244,AV8888,8315,2954,2023-09-27 18:19:31,2023-09-27 23:24:31,Atrasado
11245,AV4623,12898,9993,2023-01-18 06:50:16,2023-01-18 10:40:16,Concluído
11246,AV9963,130,5768,2025-06-27 06:54:12,2025-06-27 15:57:12,Concluído
11247,AV5724,1771,5298,2024-01-23 09:02:12,2024-01-23 20:28:12,Programado
11248,AV9493,1580,8860,2022-11-30 18:19:24,2022-11-30 22:10:24,Atrasado
11249,AV6999,15305,8045,2025-07-06 18:25:51,2025-07-07 00:53:51,Concluído
11250,AV5224,13577,16975,2024-12-31 03:28:23,2024-12-31 07:57:23,Programado
11251,AV9132,13703,19100,2024-04-23 11:21:05,2024-04-23 22:00:05,Concluído
11252,AV4074,15816,6228,2025-07-15 11:50:43,2025-07-16 00:00:43,Programado
11253,AV9214,5990,13256,2024-06-23 10:12:10,2024-06-23 15:26:10,Atrasado
11254,AV2598,13956,17681,2023-07-17 00:19:44,2023-07-17 11:25:44,Cancelado
11255,AV8260,15257,19328,2023-05-15 02:30:09,2023-05-15 16:34:09,Concluído
11256,AV2365,2519,14476,2024-10-25 04:32:54,2024-10-25 14:27:54,Cancelado
11257,AV3296,13001,11251,2023-02-21 03:01:02,2023-02-21 15:15:02,Concluído
11258,AV6543,242,19820,2024-03-06 16:07:08,2024-03-06 20:30:08,Concluído
11259,AV6085,2468,15714,2025-09-18 02:44:43,2025-09-18 16:29:43,Atrasado
11260,AV8957,711,3601,2025-05-31 14:22:07,2025-06-01 00:57:07,Programado
11261,AV4610,11939,15667,2024-07-07 23:05:24,2024-07-08 05:01:24,Programado
11262,AV1684,6225,2660,2025-03-03 13:06:19,2025-03-04 01:49:19,Programado
11263,AV8951,12041,18620,2025-01-11 15:50:22,2025-01-12 05:36:22,Cancelado
11264,AV9817,10796,16108,2024-01-24 11:20:54,2024-01-24 13:14:54,Concluído
11265,AV7401,19715,6197,2023-11-30 09:17:02,2023-11-30 11:38:02,Concluído
11266,AV9612,16553,9079,2023-01-11 16:33:41,2023-01-11 19:48:41,Programado
11267,AV4565,10640,6921,2023-08-12 01:02:49,2023-08-12 04:49:49,Atrasado
11268,AV1373,11261,84,2024-05-11 14:06:00,2024-05-12 01:04:00,Concluído
11269,AV2056,17083,2580,2025-03-08 01:13:16,2025-03-08 06:55:16,Programado
11270,AV4288,11449,4606,2023-12-07 01:09:16,2023-12-07 14:43:16,Concluído
11271,AV1948,9943,2640,2022-12-01 18:24:32,2022-12-01 19:53:32,Concluído
11272,AV3339,17627,13220,2024-06-17 02:20:22,2024-06-17 09:57:22,Cancelado
11273,AV8909,14134,10031,2025-02-13 10:57:44,2025-02-14 00:20:44,Programado
11274,AV3404,18716,305,2023-10-06 22:25:41,2023-10-07 10:45:41,Concluído
11275,AV4277,14257,4117,2024-12-01 21:59:50,2024-12-02 09:27:50,Concluído
11276,AV8699,13081,634,2024-12-20 04:51:56,2024-12-20 07:45:56,Atrasado
11277,AV7395,7781,10127,2023-05-09 09:22:00,2023-05-09 10:53:00,Cancelado
11278,AV9238,696,18281,2025-03-01 22:39:06,2025-03-02 06:59:06,Programado
11279,AV5136,19598,19216,2024-01-09 21:44:05,2024-01-10 05:34:05,Cancelado
11280,AV4603,6863,4484,2023-11-01 03:50:10,2023-11-01 10:13:10,Programado
11281,AV4095,4945,14988,2024-08-28 23:28:02,2024-08-29 04:34:02,Cancelado
11282,AV8951,11020,19820,2024-07-01 09:41:09,2024-07-01 21:51:09,Cancelado
11283,AV3024,12949,8763,2025-05-19 13:52:23,2025-05-19 16:26:23,Atrasado
11284,AV7711,9671,1682,2025-03-27 19:17:29,2025-03-28 00:19:29,Programado
11285,AV4170,8064,14406,2023-08-19 00:31:34,2023-08-19 10:00:34,Programado
11286,AV8649,11470,2475,2023-02-24 12:02:57,2023-02-25 01:29:57,Programado
11287,AV8444,10960,16590,2024-06-18 17:28:35,2024-06-18 23:07:35,Cancelado
11288,AV9519,10840,9201,2024-03-16 20:24:17,2024-03-17 03:04:17,Programado
11289,AV2059,11850,18425,2024-05-08 13:11:28,2024-05-08 15:29:28,Cancelado
11290,AV1840,18604,18613,2024-03-20 09:13:49,2024-03-20 14:45:49,Atrasado
11291,AV8758,7836,4913,2023-08-02 00:06:18,2023-08-02 03:03:18,Cancelado
11292,AV1357,10016,3486,2025-07-20 05:14:17,2025-07-20 06:38:17,Atrasado
11293,AV6478,9726,17003,2025-06-14 12:22:20,2025-06-14 21:52:20,Atrasado
11294,AV1621,16089,14851,2025-04-15 07:53:25,2025-04-15 16:41:25,Programado
11295,AV1423,17867,4441,2024-02-17 17:59:07,2024-02-17 19:11:07,Programado
11296,AV7525,15759,18963,2025-09-10 07:24:54,2025-09-10 18:31:54,Concluído
11297,AV1063,6602,2317,2025-06-13 09:02:47,2025-06-13 18:18:47,Programado
11298,AV2281,3672,808,2024-04-04 21:08:56,2024-04-05 03:51:56,Atrasado
11299,AV7227,12526,1913,2024-10-07 09:24:28,2024-10-07 12:17:28,Cancelado
11300,AV1442,8619,1731,2025-11-21 18:11:35,2025-11-22 05:09:35,Concluído
11301,AV7399,16296,3433,2024-07-03 12:59:13,2024-07-04 00:37:13,Atrasado
11302,AV1706,19459,2374,2025-08-14 22:16:40,2025-08-15 05:16:40,Cancelado
11303,AV2171,3944,19099,2023-09-05 00:24:25,2023-09-05 07:49:25,Concluído
11304,AV3581,7886,3119,2024-08-21 06:02:08,2024-08-21 15:23:08,Programado
11305,AV2809,14224,12220,2025-02-09 05:26:17,2025-02-09 14:31:17,Programado
11306,AV3337,18104,1883,2023-09-13 10:24:04,2023-09-13 22:10:04,Atrasado
11307,AV2714,2295,817,2022-12-05 04:58:13,2022-12-05 16:16:13,Atrasado
