id_voo,id_funcionario,funcao_no_voo
5348,541,Comandante
5348,539,Comissário Chefe
3456,475,Comandante
3456,166,Comissário Chefe
17854,362,Comandante
17854,385,Comissário Chefe
6636,362,Comandante
6636,27,Comissário Chefe
6365,664,Comandante
6365,711,Comissário Chefe
6625,618,Comandante
6625,683,Comissário Chefe
15396,521,Comandante
15396,44,Comissário Chefe
1127,475,Comandante
1127,650,Comissário Chefe
9736,750,Comandante
9736,773,Comissário Chefe
5047,268,Comandante
5047,720,Comissário Chefe
14033,436,Comandante
14033,434,Comissário Chefe
12195,333,Comandante
12195,488,Comissário Chefe
16949,366,Comandante
16949,433,Comissário Chefe
10808,310,Comandante
10808,258,Comissário Chefe
508,438,Comandante
508,101,Comissário Chefe
16448,526,Comandante
16448,621,Comissário Chefe
17102,657,Comandante
17102,367,Comissário Chefe
327,430,Comandante
327,388,Comissário Chefe
11497,610,Comandante
11497,48,Comissário Chefe
10295,199,Comandante
10295,350,Comissário Chefe
8494,778,Comandante
8494,707,Comissário Chefe
15638,55,Comandante
15638,492,Comissário Chefe
16508,310,Comandante
16508,624,Comissário Chefe
10631,333,Comandante
10631,692,Comissário Chefe
988,657,Comandante
988,769,Comissário Chefe
2477,748,Comandante
2477,763,Comissário Chefe
13819,474,Comandante
13819,313,Comissário Chefe
5641,430,Comandante
5641,347,Comissário Chefe
5086,2,Comandante
5086,498,Comissário Chefe
14587,541,Comandante
14587,183,Comissário Chefe
8677,272,Comandante
8677,233,Comissário Chefe
1221,618,Comandante
1221,355,Comissário Chefe
3343,610,Comandante
3343,754,Comissário Chefe
11237,281,Comandante
11237,462,Comissário Chefe
10557,591,Comandante
10557,703,Comissário Chefe
9460,755,Comandante
9460,196,Comissário Chefe
12992,611,Comandante
12992,73,Comissário Chefe
12211,714,Comandante
12211,572,Comissário Chefe
6039,611,Comandante
6039,152,Comissário Chefe
8402,750,Comandante
8402,717,Comissário Chefe
1972,50,Comandante
1972,738,Comissário Chefe
1987,472,Comandante
1987,449,Comissário Chefe
10414,699,Comandante
10414,671,Comissário Chefe
6860,578,Comandante
6860,217,Comissário Chefe
2665,646,Comandante
2665,467,Comissário Chefe
8725,11,Comandante
8725,37,Comissário Chefe
10002,13,Comandante
10002,375,Comissário Chefe
11800,2,Comandante
11800,324,Comissário Chefe
1347,681,Comandante
1347,350,Comissário Chefe
3908,657,Comandante
3908,372,Comissário Chefe
1826,328,Comandante
1826,213,Comissário Chefe
17706,281,Comandante
17706,343,Comissário Chefe
16047,182,Comandante
16047,692,Comissário Chefe
2725,199,Comandante
2725,463,Comissário Chefe
10490,163,Comandante
10490,562,Comissário Chefe
11569,269,Comandante
11569,598,Comissário Chefe
9519,521,Comandante
9519,329,Comissário Chefe
15611,657,Comandante
15611,419,Comissário Chefe
17908,515,Comandante
17908,767,Comissário Chefe
8307,582,Comandante
8307,700,Comissário Chefe
16172,269,Comandante
16172,633,Comissário Chefe
11414,13,Comandante
11414,519,Comissário Chefe
12158,591,Comandante
12158,356,Comissário Chefe
7331,84,Comandante
7331,620,Comissário Chefe
15935,474,Comandante
15935,781,Comissário Chefe
4341,153,Comandante
4341,62,Comissário Chefe
573,699,Comandante
573,47,Comissário Chefe
11762,748,Comandante
11762,590,Comissário Chefe
12430,161,Comandante
12430,179,Comissário Chefe
3049,172,Comandante
3049,656,Comissário Chefe
12489,750,Comandante
12489,767,Comissário Chefe
6452,618,Comandante
6452,102,Comissário Chefe
10518,55,Comandante
10518,454,Comissário Chefe
13541,269,Comandante
13541,101,Comissário Chefe
16694,699,Comandante
16694,485,Comissário Chefe
15823,55,Comandante
15823,793,Comissário Chefe
17150,163,Comandante
17150,379,Comissário Chefe
17867,507,Comandante
17867,18,Comissário Chefe
7216,668,Comandante
7216,590,Comissário Chefe
17068,13,Comandante
17068,754,Comissário Chefe
12367,149,Comandante
12367,27,Comissário Chefe
9565,393,Comandante
9565,224,Comissário Chefe
5545,618,Comandante
5545,56,Comissário Chefe
2361,766,Comandante
2361,767,Comissário Chefe
6226,424,Comandante
6226,335,Comissário Chefe
16317,366,Comandante
16317,250,Comissário Chefe
15691,99,Comandante
15691,769,Comissário Chefe
14565,105,Comandante
14565,492,Comissário Chefe
16930,681,Comandante
16930,717,Comissário Chefe
6500,743,Comandante
6500,381,Comissário Chefe
4125,516,Comandante
4125,720,Comissário Chefe
10400,718,Comandante
10400,736,Comissário Chefe
4187,387,Comandante
4187,391,Comissário Chefe
1446,582,Comandante
1446,796,Comissário Chefe
5929,30,Comandante
5929,773,Comissário Chefe
8326,750,Comandante
8326,709,Comissário Chefe
14399,265,Comandante
14399,154,Comissário Chefe
15346,654,Comandante
15346,54,Comissário Chefe
10985,541,Comandante
10985,441,Comissário Chefe
113,605,Comandante
113,44,Comissário Chefe
9125,275,Comandante
9125,128,Comissário Chefe
3004,578,Comandante
3004,596,Comissário Chefe
233,764,Comandante
233,196,Comissário Chefe
15816,53,Comandante
15816,230,Comissário Chefe
13291,29,Comandante
13291,74,Comissário Chefe
17771,586,Comandante
17771,540,Comissário Chefe
5380,658,Comandante
5380,65,Comissário Chefe
3388,327,Comandante
3388,152,Comissário Chefe
2010,468,Comandante
2010,206,Comissário Chefe
16645,232,Comandante
16645,486,Comissário Chefe
6946,552,Comandante
6946,339,Comissário Chefe
9215,538,Comandante
9215,415,Comissário Chefe
404,393,Comandante
404,590,Comissário Chefe
9236,145,Comandante
9236,569,Comissário Chefe
167,87,Comandante
167,489,Comissário Chefe
6889,457,Comandante
6889,624,Comissário Chefe
11951,297,Comandante
11951,187,Comissário Chefe
10908,626,Comandante
10908,550,Comissário Chefe
8538,626,Comandante
8538,763,Comissário Chefe
16835,345,Comandante
16835,693,Comissário Chefe
17988,626,Comandante
17988,54,Comissário Chefe
2400,302,Comandante
2400,589,Comissário Chefe
4123,627,Comandante
4123,678,Comissário Chefe
17534,157,Comandante
17534,309,Comissário Chefe
11144,580,Comandante
11144,637,Comissário Chefe
4018,626,Comandante
4018,349,Comissário Chefe
1617,611,Comandante
1617,160,Comissário Chefe
4860,333,Comandante
4860,562,Comissário Chefe
14114,536,Comandante
14114,193,Comissário Chefe
7417,254,Comandante
7417,476,Comissário Chefe
702,145,Comandante
702,471,Comissário Chefe
8835,105,Comandante
8835,382,Comissário Chefe
10443,663,Comandante
10443,488,Comissário Chefe
17438,140,Comandante
17438,363,Comissário Chefe
14216,212,Comandante
14216,93,Comissário Chefe
11295,199,Comandante
11295,476,Comissário Chefe
8901,701,Comandante
8901,166,Comissário Chefe
14354,552,Comandante
14354,329,Comissário Chefe
15547,265,Comandante
15547,632,Comissário Chefe
1683,55,Comandante
1683,727,Comissário Chefe
2293,394,Comandante
2293,347,Comissário Chefe
2399,507,Comandante
2399,93,Comissário Chefe
6407,664,Comandante
6407,624,Comissário Chefe
8452,714,Comandante
8452,695,Comissário Chefe
537,144,Comandante
537,89,Comissário Chefe
1453,490,Comandante
1453,678,Comissário Chefe
12061,614,Comandante
12061,264,Comissário Chefe
11480,601,Comandante
11480,40,Comissário Chefe
7916,664,Comandante
7916,524,Comissário Chefe
9697,691,Comandante
9697,243,Comissário Chefe
16652,714,Comandante
16652,562,Comissário Chefe
998,99,Comandante
998,117,Comissário Chefe
3747,397,Comandante
3747,407,Comissário Chefe
15394,605,Comandante
15394,390,Comissário Chefe
14182,699,Comandante
14182,467,Comissário Chefe
14837,109,Comandante
14837,499,Comissário Chefe
17882,657,Comandante
17882,478,Comissário Chefe
329,474,Comandante
329,537,Comissário Chefe
716,175,Comandante
716,129,Comissário Chefe
6786,699,Comandante
6786,773,Comissário Chefe
17454,393,Comandante
17454,683,Comissário Chefe
3998,578,Comandante
3998,620,Comissário Chefe
15781,145,Comandante
15781,298,Comissário Chefe
10084,252,Comandante
10084,47,Comissário Chefe
7221,181,Comandante
7221,781,Comissário Chefe
14576,582,Comandante
14576,497,Comissário Chefe
10645,11,Comandante
10645,767,Comissário Chefe
7558,568,Comandante
7558,542,Comissário Chefe
8515,84,Comandante
8515,540,Comissário Chefe
1615,664,Comandante
1615,251,Comissário Chefe
4612,50,Comandante
4612,709,Comissário Chefe
11637,404,Comandante
11637,282,Comissário Chefe
5562,670,Comandante
5562,728,Comissário Chefe
442,362,Comandante
442,460,Comissário Chefe
1959,654,Comandante
1959,425,Comissário Chefe
4023,586,Comandante
4023,651,Comissário Chefe
16931,525,Comandante
16931,128,Comissário Chefe
12594,109,Comandante
12594,761,Comissário Chefe
7574,272,Comandante
7574,107,Comissário Chefe
15470,105,Comandante
15470,309,Comissário Chefe
15709,549,Comandante
15709,656,Comissário Chefe
11286,586,Comandante
11286,177,Comissário Chefe
4834,327,Comandante
4834,579,Comissário Chefe
14180,180,Comandante
14180,76,Comissário Chefe
6018,29,Comandante
6018,632,Comissário Chefe
3750,237,Comandante
3750,569,Comissário Chefe
3399,521,Comandante
3399,259,Comissário Chefe
16753,2,Comandante
16753,694,Comissário Chefe
13793,394,Comandante
13793,685,Comissário Chefe
12520,670,Comandante
12520,675,Comissário Chefe
4117,6,Comandante
4117,193,Comissário Chefe
10142,345,Comandante
10142,93,Comissário Chefe
14164,269,Comandante
14164,447,Comissário Chefe
4051,626,Comandante
4051,736,Comissário Chefe
11899,50,Comandante
11899,700,Comissário Chefe
17382,610,Comandante
17382,242,Comissário Chefe
9894,475,Comandante
9894,378,Comissário Chefe
7142,158,Comandante
7142,537,Comissário Chefe
5540,714,Comandante
5540,317,Comissário Chefe
6893,212,Comandante
6893,107,Comissário Chefe
10240,629,Comandante
10240,464,Comissário Chefe
9948,216,Comandante
9948,621,Comissário Chefe
4229,594,Comandante
4229,596,Comissário Chefe
8028,534,Comandante
8028,632,Comissário Chefe
8863,153,Comandante
8863,392,Comissário Chefe
6227,654,Comandante
6227,19,Comissário Chefe
4240,157,Comandante
4240,93,Comissário Chefe
6167,333,Comandante
6167,365,Comissário Chefe
10214,718,Comandante
10214,540,Comissário Chefe
14765,614,Comandante
14765,319,Comissário Chefe
17523,534,Comandante
17523,326,Comissário Chefe
13078,468,Comandante
13078,316,Comissário Chefe
1875,2,Comandante
1875,738,Comissário Chefe
10673,265,Comandante
10673,355,Comissário Chefe
16552,163,Comandante
16552,242,Comissário Chefe
3324,718,Comandante
3324,635,Comissário Chefe
10775,670,Comandante
10775,514,Comissário Chefe
2008,297,Comandante
2008,493,Comissário Chefe
16363,153,Comandante
16363,371,Comissário Chefe
17311,616,Comandante
17311,304,Comissário Chefe
12474,626,Comandante
12474,719,Comissário Chefe
5518,281,Comandante
5518,709,Comissário Chefe
4074,416,Comandante
4074,350,Comissário Chefe
6215,617,Comandante
6215,238,Comissário Chefe
8856,582,Comandante
8856,454,Comissário Chefe
17236,658,Comandante
17236,550,Comissário Chefe
17814,280,Comandante
17814,483,Comissário Chefe
17447,263,Comandante
17447,730,Comissário Chefe
2538,474,Comandante
2538,449,Comissário Chefe
12565,718,Comandante
12565,73,Comissário Chefe
16758,252,Comandante
16758,18,Comissário Chefe
12477,377,Comandante
12477,143,Comissário Chefe
7799,302,Comandante
7799,753,Comissário Chefe
10582,616,Comandante
10582,800,Comissário Chefe
7084,247,Comandante
7084,33,Comissário Chefe
13286,161,Comandante
13286,463,Comissário Chefe
15831,446,Comandante
15831,100,Comissário Chefe
3960,212,Comandante
3960,632,Comissário Chefe
3999,157,Comandante
3999,89,Comissário Chefe
4348,534,Comandante
4348,603,Comissário Chefe
3546,712,Comandante
3546,349,Comissário Chefe
7818,163,Comandante
7818,758,Comissário Chefe
1039,750,Comandante
1039,339,Comissário Chefe
2269,765,Comandante
2269,102,Comissário Chefe
7631,199,Comandante
7631,419,Comissário Chefe
2142,663,Comandante
2142,531,Comissário Chefe
9657,197,Comandante
9657,772,Comissário Chefe
3513,616,Comandante
3513,308,Comissário Chefe
2942,458,Comandante
2942,209,Comissário Chefe
3163,327,Comandante
3163,305,Comissário Chefe
805,663,Comandante
805,239,Comissário Chefe
14952,188,Comandante
14952,754,Comissário Chefe
717,2,Comandante
717,319,Comissário Chefe
8943,714,Comandante
8943,195,Comissário Chefe
8991,475,Comandante
8991,28,Comissário Chefe
5434,394,Comandante
5434,735,Comissário Chefe
8262,580,Comandante
8262,107,Comissário Chefe
3439,536,Comandante
3439,583,Comissário Chefe
17555,699,Comandante
17555,233,Comissário Chefe
3079,629,Comandante
3079,177,Comissário Chefe
7802,474,Comandante
7802,471,Comissário Chefe
9029,614,Comandante
9029,476,Comissário Chefe
12174,387,Comandante
12174,33,Comissário Chefe
1900,533,Comandante
1900,482,Comissário Chefe
13143,663,Comandante
13143,683,Comissário Chefe
17271,109,Comandante
17271,579,Comissário Chefe
9339,186,Comandante
9339,531,Comissário Chefe
15605,750,Comandante
15605,464,Comissário Chefe
8316,263,Comandante
8316,240,Comissário Chefe
4191,6,Comandante
4191,717,Comissário Chefe
7517,681,Comandante
7517,154,Comissário Chefe
8643,712,Comandante
8643,249,Comissário Chefe
9493,457,Comandante
9493,336,Comissário Chefe
3219,310,Comandante
3219,131,Comissário Chefe
7168,668,Comandante
7168,233,Comissário Chefe
3412,714,Comandante
3412,716,Comissário Chefe
83,614,Comandante
83,433,Comissário Chefe
3374,158,Comandante
3374,795,Comissário Chefe
6666,191,Comandante
6666,621,Comissário Chefe
2221,84,Comandante
2221,348,Comissário Chefe
5451,180,Comandante
5451,36,Comissário Chefe
6427,302,Comandante
6427,335,Comissário Chefe
3322,149,Comandante
3322,482,Comissário Chefe
15693,664,Comandante
15693,599,Comissário Chefe
17931,13,Comandante
17931,738,Comissário Chefe
5342,144,Comandante
5342,57,Comissário Chefe
4572,199,Comandante
4572,567,Comissário Chefe
11601,362,Comandante
11601,621,Comissário Chefe
14367,394,Comandante
14367,753,Comissário Chefe
12327,50,Comandante
12327,348,Comissário Chefe
4083,699,Comandante
4083,390,Comissário Chefe
17146,458,Comandante
17146,266,Comissário Chefe
15392,712,Comandante
15392,683,Comissário Chefe
8689,743,Comandante
8689,638,Comissário Chefe
16958,84,Comandante
16958,509,Comissário Chefe
15273,178,Comandante
15273,462,Comissário Chefe
6994,272,Comandante
6994,508,Comissário Chefe
6335,786,Comandante
6335,732,Comissário Chefe
2462,52,Comandante
2462,331,Comissário Chefe
12701,438,Comandante
12701,476,Comissário Chefe
8955,580,Comandante
8955,727,Comissário Chefe
2762,699,Comandante
2762,632,Comissário Chefe
16857,659,Comandante
16857,230,Comissário Chefe
11753,263,Comandante
11753,73,Comissário Chefe
16294,345,Comandante
16294,459,Comissário Chefe
4997,394,Comandante
4997,441,Comissário Chefe
9619,3,Comandante
9619,154,Comissário Chefe
13251,84,Comandante
13251,730,Comissário Chefe
14322,175,Comandante
14322,48,Comissário Chefe
943,457,Comandante
943,354,Comissário Chefe
15942,145,Comandante
15942,305,Comissário Chefe
2108,310,Comandante
2108,243,Comissário Chefe
16663,430,Comandante
16663,754,Comissário Chefe
14994,750,Comandante
14994,17,Comissário Chefe
12661,668,Comandante
12661,296,Comissário Chefe
9394,778,Comandante
9394,266,Comissário Chefe
4302,232,Comandante
4302,451,Comissário Chefe
4134,714,Comandante
4134,585,Comissário Chefe
4739,191,Comandante
4739,12,Comissário Chefe
6934,424,Comandante
6934,478,Comissário Chefe
9487,755,Comandante
9487,318,Comissário Chefe
13424,6,Comandante
13424,235,Comissário Chefe
12345,302,Comandante
12345,513,Comissário Chefe
13466,55,Comandante
13466,317,Comissário Chefe
4282,312,Comandante
4282,240,Comissário Chefe
17099,328,Comandante
17099,335,Comissário Chefe
8978,659,Comandante
8978,451,Comissário Chefe
16985,627,Comandante
16985,685,Comissário Chefe
822,610,Comandante
822,539,Comissário Chefe
7831,387,Comandante
7831,460,Comissário Chefe
15271,409,Comandante
15271,338,Comissário Chefe
4643,312,Comandante
4643,711,Comissário Chefe
2457,163,Comandante
2457,512,Comissário Chefe
1920,439,Comandante
1920,599,Comissário Chefe
14464,387,Comandante
14464,282,Comissário Chefe
15928,708,Comandante
15928,570,Comissário Chefe
12448,712,Comandante
12448,478,Comissário Chefe
6187,586,Comandante
6187,326,Comissário Chefe
13669,766,Comandante
13669,779,Comissário Chefe
8756,297,Comandante
8756,537,Comissário Chefe
16156,627,Comandante
16156,112,Comissário Chefe
4522,275,Comandante
4522,143,Comissário Chefe
8344,534,Comandante
8344,745,Comissário Chefe
13546,161,Comandante
13546,637,Comissário Chefe
11661,474,Comandante
11661,106,Comissário Chefe
13151,568,Comandante
13151,599,Comissário Chefe
6445,436,Comandante
6445,483,Comissário Chefe
6241,748,Comandante
6241,754,Comissário Chefe
11774,617,Comandante
11774,576,Comissário Chefe
13530,181,Comandante
13530,464,Comissário Chefe
13136,458,Comandante
13136,56,Comissário Chefe
15963,84,Comandante
15963,638,Comissário Chefe
5308,153,Comandante
5308,368,Comissário Chefe
9420,181,Comandante
9420,574,Comissário Chefe
7930,424,Comandante
7930,513,Comissário Chefe
7497,140,Comandante
7497,542,Comissário Chefe
10251,145,Comandante
10251,93,Comissário Chefe
5625,32,Comandante
5625,692,Comissário Chefe
8617,188,Comandante
8617,459,Comissário Chefe
884,404,Comandante
884,16,Comissário Chefe
249,158,Comandante
249,606,Comissário Chefe
8937,668,Comandante
8937,238,Comissário Chefe
12333,616,Comandante
12333,28,Comissário Chefe
8273,629,Comandante
8273,442,Comissário Chefe
12959,670,Comandante
12959,117,Comissário Chefe
11798,265,Comandante
11798,771,Comissário Chefe
15042,591,Comandante
15042,59,Comissário Chefe
8866,302,Comandante
8866,17,Comissário Chefe
10346,397,Comandante
10346,209,Comissário Chefe
8483,755,Comandante
8483,680,Comissário Chefe
16736,273,Comandante
16736,420,Comissário Chefe
16209,384,Comandante
16209,590,Comissário Chefe
6487,591,Comandante
6487,433,Comissário Chefe
12554,149,Comandante
12554,209,Comissário Chefe
3445,311,Comandante
3445,502,Comissário Chefe
6599,586,Comandante
6599,329,Comissário Chefe
3739,281,Comandante
3739,100,Comissário Chefe
10725,627,Comandante
10725,331,Comissário Chefe
6627,552,Comandante
6627,380,Comissário Chefe
14620,654,Comandante
14620,406,Comissário Chefe
5577,582,Comandante
5577,262,Comissário Chefe
17412,64,Comandante
17412,680,Comissário Chefe
5209,105,Comandante
5209,349,Comissário Chefe
16775,84,Comandante
16775,683,Comissário Chefe
10081,265,Comandante
10081,102,Comissário Chefe
4688,13,Comandante
4688,635,Comissário Chefe
12179,237,Comandante
12179,209,Comissário Chefe
7197,657,Comandante
7197,206,Comissário Chefe
12576,778,Comandante
12576,28,Comissário Chefe
9348,582,Comandante
9348,542,Comissário Chefe
11204,55,Comandante
11204,635,Comissário Chefe
7763,619,Comandante
7763,727,Comissário Chefe
14456,105,Comandante
14456,347,Comissário Chefe
2981,691,Comandante
2981,238,Comissário Chefe
15407,764,Comandante
15407,338,Comissário Chefe
8284,659,Comandante
8284,637,Comissário Chefe
6171,616,Comandante
6171,378,Comissário Chefe
11082,312,Comandante
11082,797,Comissário Chefe
577,475,Comandante
577,513,Comissário Chefe
5316,178,Comandante
5316,132,Comissário Chefe
12866,252,Comandante
12866,196,Comissário Chefe
6477,321,Comandante
6477,56,Comissário Chefe
13633,252,Comandante
13633,238,Comissário Chefe
13010,765,Comandante
13010,676,Comissário Chefe
2005,172,Comandante
2005,224,Comissário Chefe
5148,591,Comandante
5148,82,Comissário Chefe
5400,534,Comandante
5400,730,Comissário Chefe
17366,254,Comandante
17366,392,Comissário Chefe
11328,616,Comandante
11328,530,Comissário Chefe
7549,610,Comandante
7549,732,Comissário Chefe
16282,490,Comandante
16282,779,Comissário Chefe
1473,63,Comandante
1473,58,Comissário Chefe
15245,474,Comandante
15245,727,Comissário Chefe
14548,701,Comandante
14548,651,Comissário Chefe
7704,3,Comandante
7704,403,Comissário Chefe
6235,538,Comandante
6235,781,Comissário Chefe
6074,605,Comandante
6074,339,Comissário Chefe
11478,591,Comandante
11478,296,Comissário Chefe
17266,743,Comandante
17266,599,Comissário Chefe
4909,247,Comandante
4909,550,Comissário Chefe
3474,416,Comandante
3474,429,Comissário Chefe
2113,611,Comandante
2113,103,Comissário Chefe
8358,254,Comandante
8358,343,Comissário Chefe
16622,273,Comandante
16622,680,Comissário Chefe
821,439,Comandante
821,44,Comissário Chefe
15700,611,Comandante
15700,695,Comissário Chefe
9099,525,Comandante
9099,151,Comissário Chefe
3965,798,Comandante
3965,79,Comissário Chefe
15995,265,Comandante
15995,230,Comissário Chefe
17626,474,Comandante
17626,695,Comissário Chefe
17417,397,Comandante
17417,448,Comissário Chefe
15081,439,Comandante
15081,758,Comissário Chefe
741,664,Comandante
741,719,Comissário Chefe
11673,11,Comandante
11673,130,Comissário Chefe
2850,436,Comandante
2850,745,Comissário Chefe
14691,182,Comandante
14691,562,Comissário Chefe
7755,670,Comandante
7755,742,Comissário Chefe
9088,765,Comandante
9088,250,Comissário Chefe
330,148,Comandante
330,572,Comissário Chefe
2421,534,Comandante
2421,74,Comissário Chefe
109,525,Comandante
109,482,Comissário Chefe
7808,188,Comandante
7808,678,Comissário Chefe
7226,536,Comandante
7226,471,Comissário Chefe
1953,778,Comandante
1953,383,Comissário Chefe
14754,362,Comandante
14754,100,Comissário Chefe
17559,626,Comandante
17559,79,Comissário Chefe
15609,161,Comandante
15609,767,Comissário Chefe
9414,92,Comandante
9414,518,Comissário Chefe
12578,377,Comandante
12578,392,Comissário Chefe
6415,458,Comandante
6415,512,Comissário Chefe
15531,384,Comandante
15531,581,Comissário Chefe
4779,605,Comandante
4779,583,Comissário Chefe
17092,580,Comandante
17092,235,Comissário Chefe
4607,393,Comandante
4607,349,Comissário Chefe
5204,654,Comandante
5204,527,Comissário Chefe
10103,212,Comandante
10103,745,Comissário Chefe
9037,2,Comandante
9037,365,Comissário Chefe
1791,52,Comandante
1791,620,Comissário Chefe
15516,786,Comandante
15516,781,Comissário Chefe
4275,659,Comandante
4275,487,Comissário Chefe
3098,157,Comandante
3098,8,Comissário Chefe
15692,265,Comandante
15692,542,Comissário Chefe
7518,63,Comandante
7518,678,Comissário Chefe
17294,618,Comandante
17294,248,Comissário Chefe
9707,280,Comandante
9707,379,Comissário Chefe
15204,145,Comandante
15204,483,Comissário Chefe
4417,327,Comandante
4417,219,Comissário Chefe
5961,432,Comandante
5961,347,Comissário Chefe
4606,297,Comandante
4606,478,Comissário Chefe
5648,142,Comandante
5648,454,Comissário Chefe
11908,404,Comandante
11908,620,Comissário Chefe
17962,582,Comandante
17962,497,Comissário Chefe
10075,212,Comandante
10075,365,Comissário Chefe
5745,157,Comandante
5745,675,Comissário Chefe
10160,299,Comandante
10160,59,Comissário Chefe
5022,321,Comandante
5022,16,Comissário Chefe
5974,232,Comandante
5974,112,Comissário Chefe
16545,13,Comandante
16545,693,Comissário Chefe
1291,659,Comandante
1291,347,Comissário Chefe
14037,681,Comandante
14037,463,Comissário Chefe
12770,247,Comandante
12770,251,Comissário Chefe
9674,197,Comandante
9674,679,Comissário Chefe
10437,32,Comandante
10437,355,Comissário Chefe
17853,505,Comandante
17853,317,Comissário Chefe
14822,439,Comandante
14822,695,Comissário Chefe
10769,474,Comandante
10769,603,Comissário Chefe
11147,446,Comandante
11147,464,Comissário Chefe
13360,611,Comandante
13360,539,Comissário Chefe
4492,472,Comandante
4492,462,Comissário Chefe
3076,3,Comandante
3076,361,Comissário Chefe
11068,664,Comandante
11068,245,Comissário Chefe
13015,438,Comandante
13015,448,Comissário Chefe
17077,764,Comandante
17077,132,Comissário Chefe
12519,180,Comandante
12519,483,Comissário Chefe
14242,586,Comandante
14242,773,Comissário Chefe
767,297,Comandante
767,187,Comissário Chefe
8105,543,Comandante
8105,635,Comissário Chefe
7285,142,Comandante
7285,685,Comissário Chefe
6377,87,Comandante
6377,239,Comissário Chefe
9664,377,Comandante
9664,683,Comissário Chefe
8879,507,Comandante
8879,369,Comissário Chefe
15923,397,Comandante
15923,797,Comissário Chefe
10928,182,Comandante
10928,322,Comissário Chefe
15901,413,Comandante
15901,419,Comissário Chefe
12380,611,Comandante
12380,509,Comissário Chefe
2331,533,Comandante
2331,258,Comissário Chefe
6838,312,Comandante
6838,16,Comissário Chefe
2075,557,Comandante
2075,239,Comissário Chefe
68,616,Comandante
68,464,Comissário Chefe
11027,743,Comandante
11027,551,Comissário Chefe
12521,416,Comandante
12521,709,Comissário Chefe
17870,105,Comandante
17870,304,Comissário Chefe
7112,677,Comandante
7112,82,Comissário Chefe
17086,525,Comandante
17086,21,Comissário Chefe
11924,163,Comandante
11924,429,Comissário Chefe
13702,273,Comandante
13702,736,Comissário Chefe
3807,186,Comandante
3807,675,Comissário Chefe
11482,610,Comandante
11482,715,Comissário Chefe
4095,552,Comandante
4095,59,Comissário Chefe
15402,586,Comandante
15402,79,Comissário Chefe
3112,387,Comandante
3112,324,Comissário Chefe
14133,743,Comandante
14133,322,Comissário Chefe
9336,515,Comandante
9336,170,Comissário Chefe
16168,188,Comandante
16168,154,Comissário Chefe
3301,216,Comandante
3301,371,Comissário Chefe
5714,32,Comandante
5714,530,Comissário Chefe
2831,614,Comandante
2831,56,Comissário Chefe
5213,161,Comandante
5213,476,Comissário Chefe
4535,111,Comandante
4535,419,Comissário Chefe
17844,586,Comandante
17844,89,Comissário Chefe
13895,586,Comandante
13895,152,Comissário Chefe
177,743,Comandante
177,697,Comissário Chefe
9714,457,Comandante
9714,742,Comissário Chefe
14141,691,Comandante
14141,54,Comissário Chefe
8626,439,Comandante
8626,18,Comissário Chefe
895,659,Comandante
895,166,Comissário Chefe
11513,681,Comandante
11513,720,Comissário Chefe
2015,765,Comandante
2015,388,Comissário Chefe
15496,197,Comandante
15496,229,Comissário Chefe
11019,273,Comandante
11019,76,Comissário Chefe
13229,430,Comandante
13229,59,Comissário Chefe
12449,281,Comandante
12449,449,Comissário Chefe
7664,144,Comandante
7664,54,Comissário Chefe
2515,491,Comandante
2515,294,Comissário Chefe
827,153,Comandante
827,485,Comissário Chefe
4169,328,Comandante
4169,792,Comissário Chefe
7701,172,Comandante
7701,322,Comissário Chefe
14102,658,Comandante
14102,562,Comissário Chefe
6669,216,Comandante
6669,785,Comissário Chefe
8311,778,Comandante
8311,499,Comissário Chefe
11577,265,Comandante
11577,388,Comissário Chefe
7127,11,Comandante
7127,195,Comissário Chefe
11942,786,Comandante
11942,246,Comissário Chefe
9489,11,Comandante
9489,462,Comissário Chefe
12145,68,Comandante
12145,679,Comissário Chefe
16350,659,Comandante
16350,599,Comissário Chefe
16514,333,Comandante
16514,742,Comissário Chefe
7115,149,Comandante
7115,675,Comissário Chefe
15487,64,Comandante
15487,88,Comissário Chefe
4090,778,Comandante
4090,742,Comissário Chefe
14199,254,Comandante
14199,319,Comissário Chefe
9797,404,Comandante
9797,44,Comissário Chefe
1894,111,Comandante
1894,154,Comissário Chefe
8686,557,Comandante
8686,441,Comissário Chefe
2406,212,Comandante
2406,209,Comissário Chefe
2912,30,Comandante
2912,379,Comissário Chefe
12321,99,Comandante
12321,530,Comissário Chefe
4699,617,Comandante
4699,753,Comissário Chefe
2355,586,Comandante
2355,16,Comissário Chefe
16230,140,Comandante
16230,88,Comissário Chefe
12778,158,Comandante
12778,772,Comissário Chefe
12916,191,Comandante
12916,800,Comissário Chefe
4064,591,Comandante
4064,382,Comissário Chefe
15210,333,Comandante
15210,550,Comissário Chefe
17128,515,Comandante
17128,524,Comissário Chefe
15933,521,Comandante
15933,296,Comissário Chefe
7961,534,Comandante
7961,223,Comissário Chefe
12353,212,Comandante
12353,378,Comissário Chefe
4050,438,Comandante
4050,551,Comissário Chefe
2624,384,Comandante
2624,570,Comissário Chefe
11191,430,Comandante
11191,720,Comissário Chefe
746,77,Comandante
746,21,Comissário Chefe
4070,64,Comandante
4070,224,Comissário Chefe
10805,516,Comandante
10805,407,Comissário Chefe
4847,197,Comandante
4847,177,Comissário Chefe
